# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000010742	5.667025246456419	0.9692	87197	Chr2
ENSG0000010743	-9.888148705808936	0.9398	81740	Chr3
ENSG0000010744	8.700930826468786	0.5884	58830	Chr17
ENSG0000010745	-4.910435327602712	0.995	100823	Chr18
ENSG0000010746	-2.7843677591787634	0.0099	8601	Chr4
ENSG0000010747	5.360812046434552	0.7768	52178	Chr15
ENSG0000010748	5.577317885437797	0.1881	66760	Chr23
ENSG0000010749	5.259090894718552	0.7307	46171	Chr3
ENSG0000010750	6.055700096150458	0.4099	29297	Chr8
ENSG0000010751	-1.8293240483069326	0.8852	1871	Chr21
ENSG0000010752	-0.03923954312511343	0.5682	37252	Chr11
ENSG0000010753	4.484805969749115	0.2129	40037	Chr11
ENSG0000010754	3.259683619095864	0.4082	53831	Chr6
ENSG0000010755	4.5243556767082795	0.5155	151371	Chr11
ENSG0000010756	0.8877060249946738	0.9532	3091	Chr13
ENSG0000010757	8.549906943059133	0.9976	31824	Chr11
ENSG0000010758	1.0393494247892499	0.9533	2035	Chr15
ENSG0000010759	5.0095228570876404	0.1241	32545	Chr6
ENSG0000010760	0.9026632386409204	0.7626	46279	Chr16
ENSG0000010761	3.6753450370576464	0.6037	51624	Chr3
ENSG0000010762	5.4698306793708955	0.9351	60366	Chr17
ENSG0000010763	1.57700761212269	0.1552	48981	Chr22
ENSG0000010764	-6.508869008722023	0.4689	107149	Chr5
ENSG0000010765	3.681206096083731	0.8118	52723	Chr6
ENSG0000010766	7.266663005838955	0.6138	9969	Chr18
ENSG0000010767	-2.53088649753143	0.2655	2116	Chr8
ENSG0000010768	-2.587169862797899	0.6764	26724	Chr23
ENSG0000010769	-1.54817557678484	0.8191	38394	Chr1
ENSG0000010770	8.223373980464663	0.3924	50607	Chr4
ENSG0000010771	-3.422017470330689	0.5552	21991	Chr13
ENSG0000010772	-1.4045467003334449	0.4765	76630	Chr10
ENSG0000010773	0.8689357230523199	0.5498	14029	Chr10
ENSG0000010774	5.878854799726424	0.284	50074	Chr1
ENSG0000010775	-5.190662593729506	0.8915	43739	Chr1
ENSG0000010776	-1.2662297716268083	0.3979	17013	Chr23
ENSG0000010777	7.552874892262333	0.9152	3361	Chr13
ENSG0000010778	-2.3937769470206174	0.3206	60870	Chr17
ENSG0000010779	-7.825285407398281	0.4558	7161	Chr13
ENSG0000010780	-6.391842633172869	0.69	22427	Chr11
ENSG0000010781	2.5759990847682426	0.8232	63643	Chr13
ENSG0000010782	11.17866609503	0.279	38965	Chr20
ENSG0000010783	-5.878453625989021	0.0081	13269	Chr9
ENSG0000010784	3.241077353261696	0.7729	37396	Chr20
ENSG0000010785	0.23252138453128804	0.8118	40630	Chr16
ENSG0000010786	-12.898997495585874	0.7635	15	Chr3
ENSG0000010787	-4.18872797333343	0.3989	36246	Chr7
ENSG0000010788	-14.397082736151122	0.0459	88343	Chr11
ENSG0000010789	-9.084019014073842	0.5497	81815	Chr4
ENSG0000010790	-6.1905138379144375	0.73	34841	Chr19
ENSG0000010791	-1.1292206769608777	0.4695	78073	Chr6
ENSG0000010792	1.0125508586700163	0.2227	6912	Chr6
ENSG0000010793	-6.4995893298453975	0.7096	44230	Chr15
ENSG0000010794	6.604497170558819	0.9276	17154	Chr2
ENSG0000010795	9.05520579145497	0.7485	44080	Chr23
ENSG0000010796	-6.699762307196236	0.9599	82626	Chr17
ENSG0000010797	1.3584062942683102	0.4305	27044	Chr14
ENSG0000010798	-7.153020536480314	0.4598	426	Chr2
ENSG0000010799	1.2787885840779785	0.7475	32032	Chr22
ENSG0000010800	0.118472792392553	0.7618	64411	Chr1
ENSG0000010801	9.242166064522875	0.4486	28480	Chr8
ENSG0000010802	1.3865978043624136	0.5131	70599	Chr16
ENSG0000010803	6.75971533039461	0.5779	39384	Chr10
ENSG0000010804	-5.0608127212564336	0.0141	18391	Chr11
ENSG0000010805	-1.5541127247996127	0.1699	52467	Chr13
ENSG0000010806	-0.36804455442552	0.2467	40405	Chr12
ENSG0000010807	-5.42840560574803	0.4883	18349	Chr6
ENSG0000010808	8.098347161166734	0.6679	17503	Chr3
ENSG0000010809	5.392181226762172	0.2337	22747	Chr22
ENSG0000010810	-7.104528731763815	0.2108	63277	Chr11
ENSG0000010811	1.4520262490612776	0.3949	3620	Chr18
ENSG0000010812	-2.8793727545492107	0.2082	15619	Chr6
ENSG0000010813	3.2720469854839678	0.3434	48245	Chr11
ENSG0000010814	4.3650999914984245	0.0248	56650	Chr17
ENSG0000010815	2.7176152907111644	0.9605	51053	Chr17
ENSG0000010816	1.4446198602496367	0.8966	37664	Chr17
ENSG0000010817	3.153395002433503	0.5523	78957	Chr5
ENSG0000010818	1.9765001309519419	0.9901	23983	Chr17
ENSG0000010819	-4.439458191727136	0.4784	21612	Chr7
ENSG0000010820	-5.47692421189986	0.404	6571	Chr10
ENSG0000010821	3.5366908533673143	0.6521	67727	Chr18
ENSG0000010822	4.929725930409764	0.6001	54192	Chr2
ENSG0000010823	-7.017593939210579	0.4453	70109	Chr18
ENSG0000010824	-6.109976217041165	0.6794	63436	Chr23
ENSG0000010825	1.5051762625366027	0.8376	89236	Chr18
ENSG0000010826	-2.160128664273172	0.1418	15695	Chr1
ENSG0000010827	3.686695002713733	0.2277	90	Chr3
ENSG0000010828	-5.789334463899025	0.1738	13029	Chr15
ENSG0000010829	-1.0273367784303922	0.1569	74992	Chr2
ENSG0000010830	-0.4196186280905865	0.0604	31995	Chr13
ENSG0000010831	2.6707760574400567	0.7229	115786	Chr6
ENSG0000010832	-3.2922635358037637	0.014	100518	Chr20
ENSG0000010833	-1.7604669467649123	0.3428	18423	Chr14
ENSG0000010834	2.6791984547096237	0.0037	21726	Chr18
ENSG0000010835	-3.617107064373555	0.9078	16669	Chr13
ENSG0000010836	9.198847546583973	0.3663	52064	Chr21
ENSG0000010837	12.438743628521516	0.1937	29416	Chr22
ENSG0000010838	5.759553676733606	0.615	16403	Chr11
ENSG0000010839	-0.4754952293261456	0.8069	8150	Chr14
ENSG0000010840	-8.664664832606539	0.8071	46666	Chr4
ENSG0000010841	-0.06405955692464439	0.3139	11960	Chr16
ENSG0000010842	-9.04136440888607	0.2287	1221	Chr22
ENSG0000010843	-5.277186864907963	0.7545	11147	Chr16
ENSG0000010844	-3.9368643848860856	0.3463	72047	Chr10
ENSG0000010845	-2.170344310421564	0.1317	9298	Chr4
ENSG0000010846	1.192832650382272	0.2852	21628	Chr4
ENSG0000010847	-0.5943560842196898	0.7024	27790	Chr22
ENSG0000010848	1.5801978480016319	0.6007	25109	Chr9
ENSG0000010849	-2.5276485573120286	0.4833	25258	Chr8
ENSG0000010850	-3.672663468862204	0.6366	13833	Chr4
ENSG0000010851	6.823716290936374	0.7259	89619	Chr12
ENSG0000010852	-7.729847241738836	0.5728	37771	Chr1
ENSG0000010853	-2.646363968328222	0.6424	36236	Chr10
ENSG0000010854	1.95137986579951	0.3208	29632	Chr14
ENSG0000010855	-2.800969134649667	0.6048	93412	Chr2
ENSG0000010856	-5.887299230183087	0.4714	112652	Chr17
ENSG0000010857	-4.456661128084432	0.4928	19305	Chr20
ENSG0000010858	-5.4006429322726355	0.8884	119040	Chr6
ENSG0000010859	-2.3305103837636456	0.2863	55426	Chr11
ENSG0000010860	-6.554890559511525	0.0444	25152	Chr9
ENSG0000010861	1.6132396290462638	0.9367	3921	Chr4
ENSG0000010862	3.4239503189714333	0.2789	32575	Chr15
ENSG0000010863	6.419713960894837	0.4012	52827	Chr5
ENSG0000010864	1.857449283655752	0.0657	36948	Chr1
ENSG0000010865	7.203914849815849	0.4636	5326	Chr5
ENSG0000010866	3.6676729219701047	0.9084	7727	Chr7
ENSG0000010867	7.307930156243053	0.4233	21635	Chr19
ENSG0000010868	-5.725481303381283	0.2634	49864	Chr10
ENSG0000010869	0.5239190896898893	0.7405	29218	Chr18
ENSG0000010870	-4.89047042423897	0.9302	23426	Chr12
ENSG0000010871	8.24134698758775	0.085	12858	Chr16
ENSG0000010872	-2.430490054551629	0.1348	29227	Chr18
ENSG0000010873	-5.875259395388452	0.0927	47232	Chr3
ENSG0000010874	8.427046480663154	0.6171	10278	Chr14
ENSG0000010875	7.101486552346349	0.3931	19653	Chr6
ENSG0000010876	-7.282959670708599	0.6774	12274	Chr11
ENSG0000010877	3.4099367748012313	0.1944	71704	Chr20
ENSG0000010878	6.336445566860315	0.3034	19944	Chr21
ENSG0000010879	10.82642466258087	0.5981	64165	Chr8
ENSG0000010880	4.094397311050284	0.3817	6839	Chr1
ENSG0000010881	1.2822851302416913	0.9427	7544	Chr18
ENSG0000010882	9.866141036887415	0.5829	98515	Chr7
ENSG0000010883	-10.188336230548668	0.2221	103852	Chr21
ENSG0000010884	-1.056582879419245	0.9695	35958	Chr6
ENSG0000010885	0.8825970590346932	0.2685	102693	Chr14
ENSG0000010886	-5.2362626647146975	0.6966	98415	Chr18
ENSG0000010887	-3.2106691061312693	0.9595	15260	Chr19
ENSG0000010888	-0.2772500478995525	0.4611	44399	Chr16
ENSG0000010889	0.2800904114771315	0.1221	53300	Chr7
ENSG0000010890	4.4395885465624865	0.256	32357	Chr14
ENSG0000010891	-9.044394450353316	0.4678	3903	Chr7
ENSG0000010892	0.3411426132009751	0.2649	33696	Chr19
ENSG0000010893	0.9038860341472124	0.2162	56194	Chr9
ENSG0000010894	-0.9165887689318111	0.7454	31150	Chr12
ENSG0000010895	-2.4894316687519193	0.9721	7192	Chr2
ENSG0000010896	-0.8259585573763872	0.1446	70191	Chr9
ENSG0000010897	-4.714674545874617	0.6471	66965	Chr4
ENSG0000010898	-3.7309546797670308	0.1964	41212	Chr13
ENSG0000010899	-1.7543589720654664	0.6722	39386	Chr22
ENSG0000010900	-0.8017718700330139	0.4312	71547	Chr20
ENSG0000010901	-0.12852621303827796	0.1051	17728	Chr17
ENSG0000010902	5.294294027404668	0.327	28526	Chr12
ENSG0000010903	-3.40793419555685	0.9446	1170	Chr10
ENSG0000010904	-4.57572584538858	0.1309	31212	Chr19
ENSG0000010905	-3.927764978779792	0.7157	67126	Chr18
ENSG0000010906	-1.725676958589013	0.1936	20138	Chr12
ENSG0000010907	3.7385329328519767	0.8787	19168	Chr13
ENSG0000010908	-2.7990285189785533	0.3064	102	Chr12
ENSG0000010909	7.273175236852374	0.1999	652	Chr11
ENSG0000010910	10.242153886618642	0.085	59640	Chr11
ENSG0000010911	2.459184235373878	0.5187	17022	Chr9
ENSG0000010912	-2.0334800836790494	0.0167	13463	Chr4
ENSG0000010913	-1.8301746974796917	0.4867	70001	Chr7
ENSG0000010914	7.753596082451622	0.7661	10352	Chr3
ENSG0000010915	9.314346989002788	0.816	2509	Chr20
ENSG0000010916	10.659095522604074	0.624	78889	Chr17
ENSG0000010917	-1.2534804011220806	0.4485	38358	Chr16
ENSG0000010918	-8.515902063392636	0.0868	31181	Chr6
ENSG0000010919	9.450451890760483	0.8201	27578	Chr5
ENSG0000010920	0.4284187979756521	0.1334	84031	Chr6
ENSG0000010921	8.39753476564631	0.1552	58435	Chr21
ENSG0000010922	9.575515120624669	0.3639	43115	Chr7
ENSG0000010923	1.7077164590224927	0.3777	11362	Chr9
ENSG0000010924	-4.510707231488018	0.2281	156047	Chr13
ENSG0000010925	3.127435061280728	0.5572	20009	Chr8
ENSG0000010926	9.289636747137756	0.8933	10722	Chr12
ENSG0000010927	2.9051985566997973	0.7525	25097	Chr11
ENSG0000010928	-2.006529489206805	0.8947	23973	Chr18
ENSG0000010929	7.8393640178537325	0.1623	41351	Chr7
ENSG0000010930	-3.0087151492331623	0.2933	12078	Chr5
ENSG0000010931	-3.4749658228198275	0.4345	91853	Chr9
ENSG0000010932	-1.037089299986895	0.8552	3333	Chr22
ENSG0000010933	4.285808465065052	0.0334	11864	Chr16
ENSG0000010934	4.176719942436925	0.1304	45486	Chr21
ENSG0000010935	6.12098710217409	0.5349	20490	Chr23
ENSG0000010936	2.5935967052099973	0.3428	36324	Chr9
ENSG0000010937	-7.777333324337246	0.9008	65133	Chr8
ENSG0000010938	2.4772092189837305	0.9413	34488	Chr5
ENSG0000010939	2.2291913606349305	0.0729	24161	Chr12
ENSG0000010940	-8.066989464460844	0.5481	4806	Chr21
ENSG0000010941	12.374222316201998	0.625	30974	Chr1
ENSG0000010942	10.302086793068845	0.9525	22650	Chr14
ENSG0000010943	5.604661791585359	0.2685	39317	Chr21
ENSG0000010944	-1.5813503604451347	0.6483	19578	Chr19
ENSG0000010945	-8.676485368668168	0.3627	32545	Chr21
ENSG0000010946	7.241460625841114	0.4799	81095	Chr5
ENSG0000010947	-5.852564807775712	0.3895	19535	Chr4
ENSG0000010948	2.9208344659424923	0.0612	72228	Chr12
ENSG0000010949	-0.93310577209769	0.896	6606	Chr7
ENSG0000010950	-1.6114404385187366	0.8011	15537	Chr19
ENSG0000010951	0.9960539725535607	0.1046	66189	Chr7
ENSG0000010952	6.924020043520369	0.5324	49253	Chr5
ENSG0000010953	-1.9256392035108194	0.9619	15416	Chr14
ENSG0000010954	0.12079516116734429	0.7119	26753	Chr17
ENSG0000010955	1.1493572091282787	0.7367	28883	Chr2
ENSG0000010956	2.0745325062953355	0.3293	55998	Chr6
ENSG0000010957	-4.417233485295318	0.8556	10302	Chr19
ENSG0000010958	3.0860978079700017	0.9669	23412	Chr6
ENSG0000010959	5.677916772692178	0.0896	55855	Chr12
ENSG0000010960	-0.26052708837872757	0.8265	13677	Chr21
ENSG0000010961	10.141259947604308	0.0614	35517	Chr23
ENSG0000010962	4.551818391574413	0.1255	24590	Chr11
ENSG0000010963	-3.513600011313221	0.1291	120109	Chr15
ENSG0000010964	-1.3460941369073476	0.2096	49254	Chr9
ENSG0000010965	0.6984319340929596	0.2734	11997	Chr3
ENSG0000010966	-1.3113604416930231	0.3486	4527	Chr16
ENSG0000010967	5.1292974491301635	0.2159	32507	Chr1
ENSG0000010968	-12.45699095522064	0.4965	102333	Chr15
ENSG0000010969	0.03502837542939825	0.5736	29649	Chr17
ENSG0000010970	-6.91627044503848	0.5511	82459	Chr8
ENSG0000010971	-7.846961949686268	0.7339	10121	Chr6
ENSG0000010972	4.822535205612625	0.6756	42618	Chr1
ENSG0000010973	6.394282387421115	0.2353	52489	Chr2
ENSG0000010974	-2.3485793205583256	0.0804	59471	Chr7
ENSG0000010975	-0.7450981688395609	0.5989	13600	Chr18
ENSG0000010976	-8.988654193532701	0.3535	14681	Chr5
ENSG0000010977	-0.17547821335480898	0.1031	26320	Chr21
ENSG0000010978	10.370675814299226	0.0302	71187	Chr12
ENSG0000010979	7.0591800222778165	0.0997	88510	Chr21
ENSG0000010980	-3.9410283842903566	0.7436	48335	Chr19
ENSG0000010981	4.326679218927593	0.5949	39899	Chr14
ENSG0000010982	-8.554873702379673	0.0348	130015	Chr14
ENSG0000010983	6.562202527120046	0.4061	24730	Chr18
ENSG0000010984	7.015450733966627	0.3034	57120	Chr2
ENSG0000010985	-1.081237280535297	0.4516	52723	Chr13
ENSG0000010986	-6.009727882058665	0.51	61158	Chr17
ENSG0000010987	3.4036308221604887	0.464	54937	Chr10
ENSG0000010988	-1.1278602158572695	0.2063	87937	Chr2
ENSG0000010989	-7.7674162717320625	0.1013	894	Chr9
ENSG0000010990	-0.3062153885451777	0.4153	87000	Chr4
ENSG0000010991	-4.812400148162808	0.229	61938	Chr20
ENSG0000010992	-4.774653542875502	0.0507	14224	Chr10
ENSG0000010993	-1.2415602404762947	0.7429	10751	Chr2
ENSG0000010994	-0.5835588648405047	0.3928	520	Chr18
ENSG0000010995	7.455012553125116	0.4235	50287	Chr13
ENSG0000010996	1.786201857266547	0.1902	58053	Chr22
ENSG0000010997	-2.428586560831637	0.3805	9548	Chr9
ENSG0000010998	-0.33992844471288447	0.0233	37488	Chr21
ENSG0000010999	3.3988002600085103	0.8198	59873	Chr13
ENSG0000011000	-0.11242760248790631	0.0916	74393	Chr19
ENSG0000011001	4.9689271046448775	0.4248	11754	Chr7
ENSG0000011002	-4.030807903450152	0.1563	34718	Chr17
ENSG0000011003	-5.351115520044876	0.7972	14710	Chr23
ENSG0000011004	9.511471533265523	0.6407	19449	Chr16
ENSG0000011005	-3.7723192255327893	0.3039	14604	Chr8
ENSG0000011006	3.2538091101253763	0.6118	6799	Chr17
ENSG0000011007	2.881508300981719	0.1086	38012	Chr17
ENSG0000011008	5.5496595417959895	0.8392	65138	Chr4
ENSG0000011009	2.6983059057969006	0.0404	18610	Chr4
ENSG0000011010	-2.164591460489759	0.9544	36967	Chr10
ENSG0000011011	1.4140804960871265	0.1889	6223	Chr16
ENSG0000011012	0.9729447545600527	0.7436	16066	Chr21
ENSG0000011013	-3.143322103593194	0.8148	34683	Chr4
ENSG0000011014	-4.575807794313062	0.2446	17871	Chr20
ENSG0000011015	-3.5728503781116743	0.8643	55884	Chr13
ENSG0000011016	-4.461423586495962	0.9469	59334	Chr10
ENSG0000011017	-3.3159282945225765	0.6271	32692	Chr4
ENSG0000011018	9.720493542302972	0.6202	52306	Chr21
ENSG0000011019	-0.036475185780933575	0.8394	130818	Chr16
ENSG0000011020	0.19075678423424086	0.3574	2873	Chr11
ENSG0000011021	0.8266213569561403	0.8948	42842	Chr4
ENSG0000011022	-2.6189085414084605	0.3442	22840	Chr4
ENSG0000011023	4.193999872778496	0.7814	28742	Chr1
ENSG0000011024	3.927018257133197	0.4211	24817	Chr18
ENSG0000011025	-2.998885735516676	0.9904	67072	Chr16
ENSG0000011026	-3.4737413401495005	0.1448	10748	Chr17
ENSG0000011027	11.831213900965833	0.3056	371	Chr10
ENSG0000011028	7.809835354333817	0.3889	9212	Chr10
ENSG0000011029	-2.112786846282334	0.9206	13926	Chr12
ENSG0000011030	4.075082555443518	0.2104	13535	Chr17
ENSG0000011031	0.2157282218762287	0.9073	26679	Chr20
ENSG0000011032	2.4548688475549545	0.9355	4515	Chr2
ENSG0000011033	-2.5768381942909264	0.2702	40394	Chr21
ENSG0000011034	2.886367754241757	0.3116	12254	Chr17
ENSG0000011035	8.906675016235122	0.5807	13532	Chr7
ENSG0000011036	-4.149854033348067	0.2193	3681	Chr3
ENSG0000011037	1.7829682991867954	0.8592	43250	Chr2
ENSG0000011038	2.344348308608152	0.2057	8059	Chr16
ENSG0000011039	7.231768159836431	0.603	49911	Chr10
ENSG0000011040	1.2318939425981499	0.7249	5056	Chr2
ENSG0000011041	-0.07296152928802557	0.1525	1981	Chr13
ENSG0000011042	-4.8079002517527005	0.4435	85962	Chr13
ENSG0000011043	-2.4061166360381856	0.4892	77756	Chr5
ENSG0000011044	0.3826822965300849	0.1242	30811	Chr9
ENSG0000011045	9.136704444651885	0.8172	54909	Chr21
ENSG0000011046	0.6714600518044561	0.2341	15481	Chr3
ENSG0000011047	-11.459376876777274	0.1148	12498	Chr10
ENSG0000011048	-0.3371453695014581	0.7577	37413	Chr20
ENSG0000011049	-1.797633101426045	0.8062	42	Chr10
ENSG0000011050	1.1095187917065483	0.2166	21911	Chr23
ENSG0000011051	8.701783600318324	0.6359	17573	Chr12
ENSG0000011052	1.877745703648107	0.5287	57710	Chr10
ENSG0000011053	-0.9826818360019367	0.7784	19847	Chr15
ENSG0000011054	-0.20523533970004654	0.4778	630	Chr19
ENSG0000011055	3.465974337150777	0.9666	17626	Chr11
ENSG0000011056	-5.919713879237579	0.8566	2257	Chr1
ENSG0000011057	-0.7533556339349644	0.6182	36637	Chr23
ENSG0000011058	-7.30851087908218	0.1099	10510	Chr4
ENSG0000011059	0.059836771989136464	0.7855	48544	Chr14
ENSG0000011060	-8.08421039986615	0.4393	97546	Chr4
ENSG0000011061	-2.209828390710508	0.3692	26228	Chr3
ENSG0000011062	0.37508800928017516	0.6311	18377	Chr23
ENSG0000011063	0.6247787473468603	0.918	48036	Chr22
ENSG0000011064	0.060801858292270125	0.8106	52015	Chr12
ENSG0000011065	-10.078044877620831	0.1715	75997	Chr10
ENSG0000011066	3.010941852369764	0.4065	44068	Chr7
ENSG0000011067	-4.294300056741479	0.9236	97159	Chr5
ENSG0000011068	-0.1916789167173399	0.9011	14419	Chr10
ENSG0000011069	4.089993718555597	0.8411	48354	Chr14
ENSG0000011070	0.6398573308216777	0.0458	56163	Chr11
ENSG0000011071	-3.521463920202199	0.9974	57067	Chr13
ENSG0000011072	9.650465616647935	0.5687	17520	Chr17
ENSG0000011073	-1.5302772474782165	0.8299	537	Chr14
ENSG0000011074	-6.379427022453871	0.3249	28409	Chr18
ENSG0000011075	10.172729459702353	0.0497	68785	Chr13
ENSG0000011076	4.421064884016548	0.7295	46197	Chr10
ENSG0000011077	-0.5908681109833466	0.0699	95267	Chr9
ENSG0000011078	-7.864705688713231	0.5486	10464	Chr20
ENSG0000011079	-5.4249553172518405	0.7234	37392	Chr18
ENSG0000011080	2.5420268505176677	0.1198	9960	Chr21
ENSG0000011081	3.0387714857723975	0.1875	78093	Chr4
ENSG0000011082	-3.3225769821400064	0.3556	5702	Chr7
ENSG0000011083	5.48760176164813	0.9269	17517	Chr2
ENSG0000011084	-3.107191851106216	0.1166	87866	Chr9
ENSG0000011085	-5.8780674564003	0.8281	19307	Chr3
ENSG0000011086	-5.20790282790364	0.7862	7899	Chr1
ENSG0000011087	-10.332526279371262	0.5996	116922	Chr7
ENSG0000011088	-2.5861174516666283	0.9463	16806	Chr14
ENSG0000011089	-4.59419913701153	0.0768	70270	Chr1
ENSG0000011090	6.549661876262829	0.1077	76531	Chr8
ENSG0000011091	1.502480532267161	0.748	31874	Chr3
ENSG0000011092	9.51868864063125	0.1226	74164	Chr21
ENSG0000011093	-0.7878908936878298	0.3375	75804	Chr22
ENSG0000011094	-8.265265993747912	0.6913	51507	Chr14
ENSG0000011095	2.5542824638154036	0.4376	54399	Chr10
ENSG0000011096	-0.47720417508079765	0.6589	3171	Chr14
ENSG0000011097	-7.612820592146225	0.0256	10211	Chr10
ENSG0000011098	-7.875868887165219	0.6012	37212	Chr8
ENSG0000011099	-12.104455760354329	0.5681	49301	Chr12
ENSG0000011100	5.898148235876252	0.1659	14160	Chr7
ENSG0000011101	-0.7430125826459916	0.2293	3714	Chr4
ENSG0000011102	5.502620428043063	0.2531	71836	Chr1
ENSG0000011103	2.6701482917246286	0.3113	44876	Chr8
ENSG0000011104	-1.3624595172510892	0.0495	37537	Chr14
ENSG0000011105	1.5636296818337216	0.331	1924	Chr17
ENSG0000011106	4.983748914918348	0.4676	24882	Chr11
ENSG0000011107	2.0486295943090584	0.2947	58848	Chr1
ENSG0000011108	0.044917021704010324	0.8411	77286	Chr10
ENSG0000011109	-4.925284312203271	0.2715	46603	Chr9
ENSG0000011110	4.818984972784764	0.1014	61621	Chr6
ENSG0000011111	1.7329448574552524	0.1635	22479	Chr7
ENSG0000011112	1.6997080633829098	0.856	18111	Chr3
ENSG0000011113	1.2741406822752248	0.9757	36433	Chr3
ENSG0000011114	0.6698928307512354	0.9847	3297	Chr13
ENSG0000011115	7.265974360815207	0.7831	49549	Chr7
ENSG0000011116	1.2334366166351973	0.7599	6650	Chr2
ENSG0000011117	-5.783196710639804	0.7965	76596	Chr15
ENSG0000011118	-1.8740916960898477	0.4092	31032	Chr1
ENSG0000011119	1.121070271195264	0.9312	10893	Chr22
ENSG0000011120	-4.582144806646254	0.8909	12925	Chr19
ENSG0000011121	0.5382791740259883	0.5726	16845	Chr9
ENSG0000011122	10.167445472080976	0.8319	72576	Chr4
ENSG0000011123	-5.025870128187012	0.7372	24100	Chr2
ENSG0000011124	2.179117946876796	0.6734	12683	Chr13
ENSG0000011125	0.35316855159666766	0.1835	6429	Chr16
ENSG0000011126	4.15691160506872	0.692	32977	Chr23
ENSG0000011127	-9.273375197614138	0.205	36643	Chr23
ENSG0000011128	0.1085328859375108	0.0557	11292	Chr9
ENSG0000011129	11.886240597931765	0.0922	62521	Chr9
ENSG0000011130	-2.474966347704725	0.8347	58092	Chr4
ENSG0000011131	-0.8802760042350393	0.2468	16118	Chr4
ENSG0000011132	-5.971087900908056	0.8075	77819	Chr23
ENSG0000011133	-3.3856067651860777	0.8516	1756	Chr1
ENSG0000011134	1.1193353246571505	0.4494	17889	Chr20
ENSG0000011135	-4.048391429420145	0.6362	26598	Chr1
ENSG0000011136	4.3852841338087725	0.9239	40388	Chr16
ENSG0000011137	-3.193602730461864	0.9173	122120	Chr13
ENSG0000011138	0.5199428591727516	0.6177	48334	Chr14
ENSG0000011139	2.1231379955944734	0.2365	36236	Chr12
ENSG0000011140	-3.3866400458973924	0.496	41226	Chr6
ENSG0000011141	1.5261893759779506	0.3783	70689	Chr20
ENSG0000011142	-1.740295605676097	0.0547	48570	Chr4
ENSG0000011143	-5.12182044627731	0.4776	32043	Chr2
ENSG0000011144	7.407506637754589	0.3141	18960	Chr7
ENSG0000011145	1.0153245569473333	0.8491	27619	Chr13
ENSG0000011146	9.258265366501007	0.8061	74764	Chr16
ENSG0000011147	-3.1813670293990812	0.0828	6179	Chr6
ENSG0000011148	3.567080666060061	0.471	37102	Chr22
ENSG0000011149	-8.059735766522541	0.2864	15195	Chr4
ENSG0000011150	2.622957104404736	0.2932	73502	Chr13
ENSG0000011151	-3.577957368607623	0.663	26141	Chr19
ENSG0000011152	3.4165892591198608	0.9958	106433	Chr22
ENSG0000011153	-11.849022951727466	0.0942	56279	Chr18
ENSG0000011154	0.08809707939804393	0.1596	59745	Chr4
ENSG0000011155	-0.37221638182690553	0.2861	52875	Chr19
ENSG0000011156	1.3221873637385226	0.0352	62706	Chr23
ENSG0000011157	-2.3803887433888544	0.0993	57046	Chr12
ENSG0000011158	-4.94295007586144	0.1683	24937	Chr20
ENSG0000011159	4.826163059582852	0.5982	76754	Chr1
ENSG0000011160	-3.092355034657566	0.859	132684	Chr11
ENSG0000011161	0.031403581152351756	0.7328	32432	Chr11
ENSG0000011162	0.6160217698207032	0.9194	16421	Chr21
ENSG0000011163	7.845690745468472	0.408	58340	Chr1
ENSG0000011164	-3.8783924022195877	0.2633	79342	Chr21
ENSG0000011165	-1.5382859445091857	0.6186	71777	Chr11
ENSG0000011166	5.984716094056129	0.7666	107883	Chr12
ENSG0000011167	-2.2836510798781173	0.5713	77425	Chr10
ENSG0000011168	7.2843598434206545	0.2064	46289	Chr3
ENSG0000011169	-0.1611677078149707	0.4543	5528	Chr16
ENSG0000011170	-6.113344327630292	0.6053	42396	Chr15
ENSG0000011171	0.5170091017240422	0.5664	37075	Chr11
ENSG0000011172	4.188136355859925	0.54	33369	Chr15
ENSG0000011173	8.281888565906389	0.1597	54264	Chr10
ENSG0000011174	-3.5956917138701394	0.9637	2237	Chr21
ENSG0000011175	-0.49682220968039414	0.7377	19798	Chr23
ENSG0000011176	2.898814317064362	0.0468	48668	Chr4
ENSG0000011177	8.788981468764245	0.461	36572	Chr5
ENSG0000011178	-10.59234749357229	0.1535	22493	Chr14
ENSG0000011179	8.658575137496967	0.1654	25303	Chr11
ENSG0000011180	-2.055002145263471	0.8737	36470	Chr12
ENSG0000011181	5.07577683726863	0.0645	25885	Chr3
ENSG0000011182	-2.2931645109678986	0.1948	41627	Chr21
ENSG0000011183	2.8421165536055772	0.8937	46818	Chr17
ENSG0000011184	13.477056024678458	0.1022	1514	Chr7
ENSG0000011185	5.822843977168022	0.2597	25050	Chr4
ENSG0000011186	0.2210456690151065	0.2606	92443	Chr6
ENSG0000011187	-1.5904167677666095	0.8883	29018	Chr7
ENSG0000011188	-7.387736449556391	0.908	9070	Chr3
ENSG0000011189	-12.44494579696557	0.5542	64157	Chr10
ENSG0000011190	4.263691221527343	0.6274	33957	Chr10
ENSG0000011191	0.024840827931417606	0.9839	30688	Chr8
ENSG0000011192	1.388242849863493	0.2016	41376	Chr11
ENSG0000011193	-0.7597968428271817	0.3188	42918	Chr11
