# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_change	adjusted_p_value	gene_length	chromosome
ENSG0000016430	11.165240593416579	0.4746	6427	Chr5
ENSG0000016431	9.029729799946297	0.1178	28540	Chr7
ENSG0000016432	-2.539590993547705	0.186	14105	Chr15
ENSG0000016433	11.383588324074347	0.7408	13435	Chr6
ENSG0000016434	4.001190594437704	0.9118	6083	Chr4
ENSG0000016435	7.53936827016312	0.1441	40598	Chr14
ENSG0000016436	-0.3369459002759495	0.0442	24723	Chr3
ENSG0000016437	11.027745697418103	0.7406	32648	Chr9
ENSG0000016438	-3.107300342642521	0.2022	12555	Chr7
ENSG0000016439	7.831259872235991	0.4578	7174	Chr2
ENSG0000016440	-5.852481589934185	0.5526	10310	Chr13
ENSG0000016441	12.374563976492778	0.7622	154365	Chr1
ENSG0000016442	-5.90115888886912	0.9726	62815	Chr22
ENSG0000016443	-0.7283178097186709	0.2252	18453	Chr7
ENSG0000016444	3.9418875826894144	0.4573	71227	Chr1
ENSG0000016445	2.933919288175277	0.6093	41018	Chr11
ENSG0000016446	3.0975324674838407	0.1658	5751	Chr22
ENSG0000016447	-8.336053323924208	0.5574	20844	Chr10
ENSG0000016448	2.047026240632138	0.5524	34802	Chr20
ENSG0000016449	1.7431157104227504	0.3564	48643	Chr7
ENSG0000016450	0.9377224878484315	0.6999	45885	Chr5
ENSG0000016451	4.269513990813809	0.4256	9285	Chr1
ENSG0000016452	5.888244060851808	0.1909	30996	Chr1
ENSG0000016453	-15.927194007193409	0.011	75214	Chr8
ENSG0000016454	-0.690750105109454	0.0394	47896	Chr16
ENSG0000016455	-1.358929847377768	0.4328	25896	Chr2
ENSG0000016456	-4.536373665888502	0.6013	37695	Chr18
ENSG0000016457	7.244913147661274	0.8975	5584	Chr7
ENSG0000016458	-2.903581576541336	0.4337	157	Chr2
ENSG0000016459	1.964063341524457	0.1177	46925	Chr15
ENSG0000016460	-8.041247117104334	0.5438	22525	Chr17
ENSG0000016461	6.761525665982165	0.4181	47137	Chr19
ENSG0000016462	4.501933671269246	0.5199	53023	Chr15
ENSG0000016463	-4.4192247174454655	0.5839	120047	Chr1
ENSG0000016464	-4.961181554928319	0.4515	61346	Chr9
ENSG0000016465	6.6873242799772985	0.8405	28175	Chr10
ENSG0000016466	3.5174928005284443	0.5395	21263	Chr8
ENSG0000016467	-0.9803233809840974	0.7506	38883	Chr5
ENSG0000016468	-2.8819085996340235	0.4402	73176	Chr2
ENSG0000016469	-0.8637893443026425	0.1165	25319	Chr3
ENSG0000016470	0.8892108829640792	0.0127	37979	Chr11
ENSG0000016471	2.227461827772337	0.5676	35803	Chr13
ENSG0000016472	-4.475789351635744	0.1705	67359	Chr15
ENSG0000016473	-1.251809359547626	0.2558	35036	Chr20
ENSG0000016474	-0.49110277676949643	0.6279	19279	Chr4
ENSG0000016475	-3.5910151150703618	0.0605	4046	Chr1
ENSG0000016476	4.279275778988369	0.4413	25774	Chr12
ENSG0000016477	7.508064540888244	0.4891	27063	Chr5
ENSG0000016478	0.4166873680768216	0.037	59536	Chr8
ENSG0000016479	-1.6485711291120186	0.4962	68012	Chr15
ENSG0000016480	-2.7517424575692346	0.2662	102530	Chr5
ENSG0000016481	2.8322811704518425	0.3483	63822	Chr13
ENSG0000016482	4.69273936147958	0.1908	20777	Chr22
ENSG0000016483	6.012048340549416	0.8072	35948	Chr14
ENSG0000016484	1.8572479397499935	0.7478	47948	Chr5
ENSG0000016485	-5.082261471370645	0.1485	19097	Chr19
ENSG0000016486	0.9534880628782816	0.4617	17213	Chr5
ENSG0000016487	1.6649335917241734	0.6337	34572	Chr20
ENSG0000016488	2.1320399538284436	0.0902	17170	Chr2
ENSG0000016489	5.527631437649899	0.1815	65540	Chr16
ENSG0000016490	-7.539263083108611	0.006	50424	Chr20
ENSG0000016491	-3.7385090158105254	0.5911	7027	Chr17
ENSG0000016492	-2.029567873827354	0.6238	4860	Chr13
ENSG0000016493	-2.1864143995570444	0.7439	7334	Chr11
ENSG0000016494	1.045149385401031	0.9796	62757	Chr11
ENSG0000016495	5.2369329366103265	0.1096	85480	Chr1
ENSG0000016496	-4.040316061427878	0.3777	40704	Chr23
ENSG0000016497	-3.0322206598686234	0.2042	51230	Chr18
ENSG0000016498	1.000234917047029	0.7359	24108	Chr2
ENSG0000016499	4.463100168694884	0.504	18203	Chr7
ENSG0000016500	-2.253204965404187	0.697	4397	Chr4
ENSG0000016501	-5.286899363112772	0.7427	1960	Chr8
ENSG0000016502	-1.7758513187391638	0.2497	25151	Chr11
ENSG0000016503	6.0510286883868325	0.267	16253	Chr20
ENSG0000016504	-0.8637581768767757	0.5954	23686	Chr14
ENSG0000016505	10.342515511324892	0.3579	44486	Chr3
ENSG0000016506	6.678486605098417	0.135	29748	Chr22
ENSG0000016507	-0.5655992843973537	0.005	80860	Chr10
ENSG0000016508	-1.8866060692283853	0.0083	34009	Chr7
ENSG0000016509	5.616185986326481	0.734	52973	Chr9
ENSG0000016510	3.4593148829465776	0.0803	34629	Chr12
ENSG0000016511	1.2515536806220415	0.5105	6943	Chr4
ENSG0000016512	6.845900325006378	0.9904	31956	Chr3
ENSG0000016513	-12.584740858440838	0.476	27493	Chr19
ENSG0000016514	-7.127082022203071	0.3347	26222	Chr11
ENSG0000016515	-19.100452489825116	0.1302	9306	Chr16
ENSG0000016516	0.6541490151877134	0.3359	47201	Chr17
ENSG0000016517	-7.931819382673715	0.5696	49256	Chr15
ENSG0000016518	0.19393105081459788	0.0567	84272	Chr9
ENSG0000016519	-5.916158218122361	0.7323	11324	Chr19
ENSG0000016520	-3.0944182907169973	0.5112	8964	Chr13
ENSG0000016521	-5.79103041986973	0.8307	3554	Chr21
ENSG0000016522	-4.0918201544516455	0.3735	72357	Chr4
ENSG0000016523	-2.351185474140351	0.9183	53692	Chr6
ENSG0000016524	3.0660851095499018	0.2057	46829	Chr1
ENSG0000016525	4.48541049186934	0.1769	26904	Chr13
ENSG0000016526	-8.002268479855534	0.9549	31115	Chr6
ENSG0000016527	-6.331375830158322	0.0793	4179	Chr19
ENSG0000016528	-7.380923919410554	0.8591	54402	Chr21
ENSG0000016529	-15.895789729227811	0.1387	29732	Chr10
ENSG0000016530	-3.919426490416766	0.1349	110575	Chr18
ENSG0000016531	1.5193032466716865	0.1274	34156	Chr12
ENSG0000016532	-1.2103626473639642	0.6538	65999	Chr9
ENSG0000016533	-4.303190214989407	0.6209	76348	Chr6
ENSG0000016534	9.861680577360904	0.8963	9356	Chr13
ENSG0000016535	-4.412113761515647	0.4856	37387	Chr20
ENSG0000016536	-0.3345217155008101	0.2977	78219	Chr4
ENSG0000016537	-0.777386232324684	0.5239	26693	Chr20
ENSG0000016538	-0.7799815537838135	0.3411	28669	Chr21
ENSG0000016539	-3.4791288731527743	0.5628	61515	Chr8
ENSG0000016540	-4.384103516529023	0.5789	6407	Chr14
ENSG0000016541	-0.31505834940179067	0.5646	103583	Chr12
ENSG0000016542	3.208543229738087	0.9031	29070	Chr22
ENSG0000016543	3.0902598046300285	0.214	23232	Chr2
ENSG0000016544	0.036100584857907986	0.3437	68681	Chr7
ENSG0000016545	3.673213861005404	0.2522	20071	Chr14
ENSG0000016546	3.9101232881035557	0.4217	29063	Chr23
ENSG0000016547	-5.741835006896511	0.2169	83566	Chr4
ENSG0000016548	8.863462046945719	0.641	50365	Chr23
ENSG0000016549	-4.189781196443926	0.369	22868	Chr2
ENSG0000016550	-5.849574541295587	0.8715	420	Chr12
ENSG0000016551	10.532946818013842	0.8923	36428	Chr4
ENSG0000016552	11.54450052645646	0.163	72171	Chr17
ENSG0000016553	-3.8825196353744134	0.8034	78267	Chr12
ENSG0000016554	-1.3934509921204552	0.8227	83639	Chr15
ENSG0000016555	4.406259497500401	0.3757	48576	Chr19
ENSG0000016556	4.366949106900805	0.9024	5689	Chr20
ENSG0000016557	-1.0280466187399	0.6631	31857	Chr7
ENSG0000016558	3.220896318522178	0.233	7222	Chr22
ENSG0000016559	1.7578929609753924	0.4233	48011	Chr15
ENSG0000016560	6.261663944767802	0.8976	8471	Chr17
ENSG0000016561	-11.471715293150396	0.3547	15085	Chr1
ENSG0000016562	-0.8309875820387116	0.119	27330	Chr3
ENSG0000016563	-5.076848956374508	0.0272	34376	Chr5
ENSG0000016564	-3.8831641296032355	0.6068	97201	Chr21
ENSG0000016565	-0.4396750852025106	0.3002	22668	Chr12
ENSG0000016566	0.30312379082321234	0.5214	11878	Chr13
ENSG0000016567	7.3815638922498605	0.4701	16591	Chr3
ENSG0000016568	-5.1257977787102496	0.2794	35693	Chr10
ENSG0000016569	5.878277353394324	0.1947	9321	Chr16
ENSG0000016570	2.941455880624897	0.4174	25338	Chr6
ENSG0000016571	-6.456139104988795	0.1957	21870	Chr3
ENSG0000016572	-2.9164445207481204	0.6696	44737	Chr2
ENSG0000016573	-6.363629323132875	0.4909	29962	Chr17
ENSG0000016574	2.048933558386989	0.1941	25661	Chr2
ENSG0000016575	12.595535784864824	0.4192	10187	Chr6
ENSG0000016576	-2.1595469067853417	0.458	65273	Chr5
ENSG0000016577	-4.868397623475841	0.9129	38653	Chr20
ENSG0000016578	-0.4393768277230916	0.2274	35785	Chr20
ENSG0000016579	-4.398707874016701	0.7997	14867	Chr12
ENSG0000016580	1.9263798439748314	0.7544	120401	Chr3
ENSG0000016581	-0.810513896925332	0.8953	39104	Chr14
ENSG0000016582	5.473100937593019	0.8601	50848	Chr21
ENSG0000016583	-2.266803865934766	0.8678	21250	Chr9
ENSG0000016584	-2.3991095320682287	0.4622	65001	Chr8
ENSG0000016585	-3.11044620615861	0.8335	27333	Chr2
ENSG0000016586	1.30622468468407	0.277	13849	Chr5
ENSG0000016587	7.930186245540478	0.3867	35375	Chr20
ENSG0000016588	-7.028314755283596	0.3632	22010	Chr21
ENSG0000016589	-6.218195522985583	0.9521	62653	Chr21
ENSG0000016590	1.0122406720023103	0.5619	46836	Chr10
ENSG0000016591	0.3480647612308886	0.1988	102663	Chr6
ENSG0000016592	-7.630234037974005	0.0195	26021	Chr6
ENSG0000016593	3.506481969788038	0.1392	47046	Chr12
ENSG0000016594	5.138393902430007	0.2016	8731	Chr20
ENSG0000016595	-5.28768205522594	0.7603	66118	Chr1
ENSG0000016596	-2.466635142971056	0.1674	59809	Chr19
ENSG0000016597	0.6978940091181184	0.0492	85368	Chr2
ENSG0000016598	6.205386931805009	0.1919	9146	Chr13
ENSG0000016599	-1.417687111409358	0.077	42564	Chr23
ENSG0000016600	-1.1355586140787646	0.1537	45493	Chr15
ENSG0000016601	-5.321404438651883	0.5836	28426	Chr8
ENSG0000016602	2.572598603884048	0.6755	42382	Chr22
ENSG0000016603	-14.479608854274632	0.9517	64015	Chr10
ENSG0000016604	-0.8726828989594676	0.576	26613	Chr12
ENSG0000016605	3.9268484878044845	0.3174	4697	Chr10
ENSG0000016606	13.803494132353668	0.3234	11810	Chr5
ENSG0000016607	2.159014771153214	0.4922	3964	Chr15
ENSG0000016608	2.6129692791986088	0.6681	43451	Chr21
ENSG0000016609	9.13567143826991	0.8576	33355	Chr17
ENSG0000016610	-1.6136139895936463	0.7011	54598	Chr1
ENSG0000016611	7.352219358473623	0.9157	89283	Chr21
ENSG0000016612	-6.1551899290722485	0.6625	74414	Chr16
ENSG0000016613	0.3399297636253107	0.472	14177	Chr6
ENSG0000016614	-7.029259050170392	0.5542	62463	Chr16
ENSG0000016615	-9.112073047209083	0.7196	65055	Chr13
ENSG0000016616	4.784332104631035	0.012	13190	Chr13
ENSG0000016617	9.988117321856413	0.9057	69354	Chr11
ENSG0000016618	-3.3938899210623177	0.9736	53220	Chr17
ENSG0000016619	4.98725167208605	0.2271	2821	Chr18
ENSG0000016620	-7.533336697704663	0.1808	92273	Chr22
ENSG0000016621	-0.3983077001274474	0.8123	32469	Chr22
ENSG0000016622	1.3139983351958202	0.2286	65118	Chr11
ENSG0000016623	2.4093431093345385	0.5022	8764	Chr2
ENSG0000016624	1.781873868237224	0.5088	48124	Chr2
ENSG0000016625	2.5701315780722793	0.1078	72088	Chr5
ENSG0000016626	-6.361816116254625	0.7647	22551	Chr17
ENSG0000016627	-8.69910354142182	0.9872	43539	Chr13
ENSG0000016628	-6.931633015288447	0.6618	13444	Chr9
ENSG0000016629	10.062851775934757	0.9663	15084	Chr14
ENSG0000016630	-0.5895701619893161	0.546	29623	Chr8
ENSG0000016631	4.247542163521892	0.288	108058	Chr10
ENSG0000016632	0.16118095241866023	0.1532	65385	Chr23
ENSG0000016633	0.5636696757839195	0.9951	52709	Chr10
ENSG0000016634	7.973182204594655	0.9172	49071	Chr4
ENSG0000016635	-2.624579154804649	0.6214	19925	Chr1
ENSG0000016636	-9.002711519066603	0.2777	73307	Chr23
ENSG0000016637	7.314884941280088	0.9487	66947	Chr10
ENSG0000016638	3.19527393702866	0.2901	19111	Chr1
ENSG0000016639	-4.301956228499134	0.3278	13277	Chr23
ENSG0000016640	5.96708558653008	0.3353	54222	Chr1
ENSG0000016641	-1.2839442557285887	0.0059	76028	Chr1
ENSG0000016642	-1.9745374464384093	0.5067	32290	Chr21
ENSG0000016643	3.850879721932639	0.2655	50902	Chr11
ENSG0000016644	-3.4476249641108954	0.8458	77915	Chr8
ENSG0000016645	-8.088740858262181	0.9543	72389	Chr10
ENSG0000016646	5.950873350404066	0.3379	19317	Chr8
ENSG0000016647	2.34125179261645	0.4294	8952	Chr15
ENSG0000016648	1.436986687328596	0.3803	32366	Chr6
ENSG0000016649	3.525642265091169	0.8609	49118	Chr7
ENSG0000016650	-2.604502244975868	0.0652	78332	Chr22
ENSG0000016651	-2.544138541351823	0.7949	13074	Chr9
ENSG0000016652	12.28274654727613	0.5526	7784	Chr17
ENSG0000016653	-2.9548405503616815	0.8303	15569	Chr14
ENSG0000016654	8.546762480249848	0.3149	33813	Chr4
ENSG0000016655	-6.832337535794739	0.9138	46613	Chr19
ENSG0000016656	6.3444715089962225	0.7745	37635	Chr5
ENSG0000016657	-3.1524405429325943	0.9847	20603	Chr4
ENSG0000016658	5.101822429596328	0.4579	20369	Chr16
ENSG0000016659	-5.737123152836563	0.0133	10036	Chr21
ENSG0000016660	0.8800764659850197	0.7883	23173	Chr5
ENSG0000016661	2.2024878078817656	0.3762	94716	Chr13
ENSG0000016662	-3.2074061274792625	0.3118	22349	Chr13
ENSG0000016663	-6.791481459081101	0.2411	30118	Chr22
ENSG0000016664	9.767681154386668	0.563	20862	Chr19
ENSG0000016665	3.096908659806936	0.3893	65189	Chr21
ENSG0000016666	-0.7503319675536753	0.3783	69988	Chr2
ENSG0000016667	0.5228883313261014	0.4646	11624	Chr3
ENSG0000016668	1.583849194498955	0.7015	8400	Chr5
ENSG0000016669	-0.36364296355332004	0.5709	55092	Chr23
ENSG0000016670	0.39846007660291827	0.167	40721	Chr10
ENSG0000016671	-4.857503159808313	0.3861	52267	Chr2
ENSG0000016672	-2.2991940720823862	0.894	59907	Chr16
ENSG0000016673	4.078315789431867	0.0322	18992	Chr13
ENSG0000016674	3.21804268486078	0.6285	11224	Chr15
ENSG0000016675	-8.177672680104342	0.3707	54723	Chr12
ENSG0000016676	6.021484040442986	0.4578	72199	Chr2
ENSG0000016677	-3.912148275671734	0.511	42397	Chr18
ENSG0000016678	2.7635906100270247	0.456	12494	Chr8
ENSG0000016679	-2.661727723648478	0.5821	30692	Chr9
ENSG0000016680	-1.8517921562983886	0.6642	13582	Chr6
ENSG0000016681	-4.329457475460083	0.0462	8353	Chr20
ENSG0000016682	2.2292282197535194	0.6609	17412	Chr18
ENSG0000016683	-2.004348814438445	0.2293	8187	Chr11
ENSG0000016684	-6.891084540467439	0.3319	36456	Chr8
ENSG0000016685	0.9943529348027851	0.6858	64809	Chr3
ENSG0000016686	5.754162300742289	0.4591	4834	Chr22
ENSG0000016687	1.7479120266452732	0.0638	49831	Chr10
ENSG0000016688	3.269153777548887	0.1646	3526	Chr10
ENSG0000016689	-1.767204202918375	0.2893	6336	Chr17
ENSG0000016690	10.238303907244672	0.0884	83080	Chr22
ENSG0000016691	9.773594089081435	0.0705	11577	Chr15
ENSG0000016692	-5.73278072462781	0.3163	54866	Chr2
ENSG0000016693	7.900996734215182	0.7013	156295	Chr3
ENSG0000016694	-0.7350890429504315	0.294	16523	Chr9
ENSG0000016695	-2.0156191758618878	0.5984	25479	Chr2
ENSG0000016696	5.308121427823055	0.7503	129562	Chr6
ENSG0000016697	-6.061505843200491	0.2673	5	Chr11
ENSG0000016698	5.15902940487314	0.7306	63519	Chr1
ENSG0000016699	4.921947725913544	0.2805	6410	Chr10
ENSG0000016700	-4.431742325033362	0.5769	12698	Chr11
ENSG0000016701	4.13477111177752	0.4662	37722	Chr14
ENSG0000016702	-6.804909591911121	0.4614	9459	Chr10
ENSG0000016703	-0.9448080188426236	0.47	74514	Chr19
ENSG0000016704	5.823956246854478	0.5331	2928	Chr17
ENSG0000016705	-8.291737113587615	0.2969	41755	Chr23
ENSG0000016706	-6.583699740504705	0.5373	19096	Chr10
ENSG0000016707	-0.9605658196429943	0.6564	32751	Chr20
ENSG0000016708	5.736967529578624	0.8874	39233	Chr6
ENSG0000016709	0.7251287171033818	0.9279	4999	Chr22
ENSG0000016710	-2.60313057015956	0.1125	8033	Chr10
ENSG0000016711	6.463145775686393	0.7311	67891	Chr2
ENSG0000016712	-1.6938253440505102	0.8211	31248	Chr15
ENSG0000016713	8.08088685770472	0.1061	58806	Chr22
ENSG0000016714	1.7925471779814595	0.6723	60881	Chr15
ENSG0000016715	1.9834434312641467	0.4468	79581	Chr11
ENSG0000016716	7.037089459024748	0.5346	18350	Chr11
ENSG0000016717	-0.366639626209337	0.95	47853	Chr1
ENSG0000016718	1.553476432220167	0.7453	61357	Chr18
ENSG0000016719	4.4559337760281155	0.6363	70988	Chr11
ENSG0000016720	2.429277031394606	0.7046	55322	Chr18
ENSG0000016721	-2.09438575623544	0.4435	22538	Chr10
ENSG0000016722	5.291659175619392	0.5709	30503	Chr22
ENSG0000016723	-0.9138877251122633	0.5823	484	Chr7
ENSG0000016724	-4.210081092436793	0.5404	9209	Chr6
ENSG0000016725	4.3115141865042945	0.3953	23835	Chr9
ENSG0000016726	2.5799609099347665	0.7947	1147	Chr9
ENSG0000016727	-6.137338646572632	0.9046	27156	Chr2
ENSG0000016728	-3.5929825034270806	0.4647	10248	Chr19
ENSG0000016729	4.4068297171326885	0.9287	4392	Chr22
ENSG0000016730	-6.138452101360066	0.7294	61596	Chr2
ENSG0000016731	-0.0207687136047051	0.4234	2730	Chr20
ENSG0000016732	-1.9719590955298862	0.9795	4104	Chr19
ENSG0000016733	2.1530987588170234	0.2853	48223	Chr8
ENSG0000016734	-4.976645424089348	0.4689	5768	Chr16
ENSG0000016735	-6.847671008498468	0.8552	79573	Chr6
ENSG0000016736	-7.792904968562805	0.74	33751	Chr4
ENSG0000016737	-0.11147767502466638	0.5034	42604	Chr13
ENSG0000016738	4.733961378824113	0.5407	28738	Chr5
ENSG0000016739	3.8074237797565584	0.0409	31005	Chr20
ENSG0000016740	8.811664479136645	0.2466	21378	Chr8
ENSG0000016741	-5.03244379744817	0.5827	8779	Chr12
ENSG0000016742	6.404344710081129	0.919	63240	Chr19
ENSG0000016743	2.1150674295205056	0.3586	50799	Chr1
ENSG0000016744	-3.759811161332051	0.3367	2242	Chr7
ENSG0000016745	7.776098812218195	0.5899	16701	Chr22
ENSG0000016746	-3.7591992889847887	0.4188	23178	Chr2
ENSG0000016747	0.8764904827488671	0.0217	10089	Chr7
ENSG0000016748	3.7738406370883038	0.4507	35960	Chr4
ENSG0000016749	-1.9921781626021224	0.7256	21274	Chr9
ENSG0000016750	5.312754147776668	0.6817	57505	Chr9
ENSG0000016751	-0.6343820050443798	0.397	81143	Chr1
ENSG0000016752	-0.8396466775484246	0.3576	29000	Chr13
ENSG0000016753	6.478594622721725	0.5879	84221	Chr10
ENSG0000016754	-0.10911975344291916	0.5564	93306	Chr4
ENSG0000016755	2.6847551792620266	0.5153	79776	Chr7
ENSG0000016756	-0.9227638477962165	0.1231	8061	Chr4
ENSG0000016757	9.0192446072891	0.9183	74127	Chr15
ENSG0000016758	-7.514652773998308	0.7906	8844	Chr16
ENSG0000016759	-3.424327181636673	0.0277	18803	Chr3
ENSG0000016760	-3.718488574031629	0.427	36064	Chr16
ENSG0000016761	3.3412755736396207	0.5023	43579	Chr11
ENSG0000016762	-3.463930089366843	0.925	34748	Chr23
ENSG0000016763	10.401920210445201	0.0263	58667	Chr11
ENSG0000016764	6.114421761885752	0.2441	15064	Chr6
ENSG0000016765	13.3797425667247	0.4356	82700	Chr7
ENSG0000016766	3.5150219560454405	0.701	40084	Chr18
ENSG0000016767	-0.0434315562982556	0.3638	53525	Chr12
ENSG0000016768	-0.1871288931248484	0.937	51407	Chr3
ENSG0000016769	-2.542827800436698	0.0457	6873	Chr3
ENSG0000016770	-1.1180644521441176	0.2082	30459	Chr8
ENSG0000016771	0.9318095853009151	0.9867	34125	Chr5
ENSG0000016772	-7.161265480873029	0.8969	32444	Chr19
ENSG0000016773	-2.5342886030837275	0.9563	70132	Chr13
ENSG0000016774	7.926637319602159	0.8023	62422	Chr9
ENSG0000016775	-4.668718252834136	0.7269	14966	Chr21
ENSG0000016776	-1.3736716118689518	0.2898	23584	Chr9
ENSG0000016777	-0.5330622185105013	0.2589	49527	Chr11
ENSG0000016778	-4.219315650958426	0.5129	9682	Chr9
ENSG0000016779	-1.1104169172693363	0.7901	39770	Chr20
ENSG0000016780	-1.9599873176089084	0.0576	48572	Chr16
ENSG0000016781	-1.4612400172427846	0.5745	35524	Chr8
ENSG0000016782	2.0379945202716954	0.471	25021	Chr23
ENSG0000016783	0.48141442913894983	0.4728	58673	Chr5
ENSG0000016784	-1.5686861083732229	0.7518	13216	Chr15
ENSG0000016785	5.145293367557112	0.3829	24646	Chr23
ENSG0000016786	1.7344198235556818	0.6334	12077	Chr3
ENSG0000016787	1.5917227241631802	0.976	21098	Chr21
ENSG0000016788	2.811817053943137	0.08	12769	Chr9
ENSG0000016789	-4.078947662913437	0.1173	5229	Chr18
ENSG0000016790	2.7982913646752388	0.7392	25789	Chr14
ENSG0000016791	-7.863130939285641	0.6519	29573	Chr22
ENSG0000016792	3.812866615711955	0.3956	1277	Chr2
ENSG0000016793	10.27035633089609	0.3229	54128	Chr23
ENSG0000016794	7.973388622340555	0.9033	6439	Chr15
ENSG0000016795	-0.9405383626346078	0.697	12878	Chr8
ENSG0000016796	3.9959203464775643	0.6553	36385	Chr1
ENSG0000016797	7.973009909829589	0.2028	44963	Chr17
ENSG0000016798	-5.375915466509669	0.0748	12067	Chr20
ENSG0000016799	-0.36449569958140193	0.7967	5335	Chr16
ENSG0000016800	1.7698893928601294	0.7277	22415	Chr2
ENSG0000016801	5.128862524247752	0.1604	24633	Chr7
ENSG0000016802	-3.2287348642983362	0.3209	53464	Chr6
ENSG0000016803	6.256748487471069	0.0723	35942	Chr10
ENSG0000016804	2.793028920489358	0.0183	8635	Chr13
ENSG0000016805	3.1253282198617107	0.9224	40642	Chr23
ENSG0000016806	0.26949108901744245	0.3353	33668	Chr11
ENSG0000016807	-6.410822067129454	0.8333	43254	Chr21
ENSG0000016808	2.3451228222096527	0.7706	6293	Chr7
ENSG0000016809	3.113954957728173	0.4859	14486	Chr2
ENSG0000016810	0.5568246238289594	0.5378	55263	Chr2
ENSG0000016811	-10.96117557567651	0.7457	81589	Chr19
ENSG0000016812	-10.354633149503877	0.1068	13372	Chr14
ENSG0000016813	-7.445287473099656	0.7939	9358	Chr15
ENSG0000016814	-2.324993280537236	0.9373	1507	Chr3
ENSG0000016815	1.6603471737123798	0.6545	148439	Chr2
ENSG0000016816	0.12592580763955102	0.7546	41703	Chr12
ENSG0000016817	6.334800174679972	0.9087	2996	Chr6
ENSG0000016818	-12.80615784791278	0.4227	23077	Chr15
ENSG0000016819	1.0947140614713406	0.171	67142	Chr14
ENSG0000016820	5.6898160640106425	0.3217	6156	Chr22
ENSG0000016821	10.461113498786238	0.8243	24136	Chr21
ENSG0000016822	-2.6244220167264793	0.8434	31206	Chr8
ENSG0000016823	6.097303232629704	0.7427	34008	Chr15
ENSG0000016824	-2.2028923048178255	0.6728	422	Chr13
ENSG0000016825	0.18316312639072102	0.4217	17646	Chr20
ENSG0000016826	2.582450893998765	0.8473	10211	Chr6
ENSG0000016827	-6.155159807692453	0.7235	20376	Chr17
ENSG0000016828	3.1749094001713334	0.5664	27572	Chr11
ENSG0000016829	-0.6663556485514968	0.5197	69119	Chr4
ENSG0000016830	-4.339941037665952	0.5088	77234	Chr22
ENSG0000016831	3.3628056510152193	0.3778	26985	Chr10
ENSG0000016832	0.5174436421966502	0.464	78985	Chr1
ENSG0000016833	6.036029062561941	0.3742	53065	Chr12
ENSG0000016834	0.994790681128212	0.7919	75907	Chr1
ENSG0000016835	5.376421189270228	0.8441	23912	Chr18
ENSG0000016836	1.159181678397955	0.0066	68642	Chr4
ENSG0000016837	-4.082900118568896	0.2878	12644	Chr3
ENSG0000016838	-1.6940590420952784	0.2702	37475	Chr15
ENSG0000016839	0.1914444934689184	0.7452	42211	Chr9
ENSG0000016840	-2.078659625302433	0.8476	1945	Chr8
ENSG0000016841	2.5731200231337144	0.4547	64042	Chr10
ENSG0000016842	-5.438218195454003	0.533	59671	Chr22
ENSG0000016843	1.0406934012205755	0.9181	5772	Chr10
ENSG0000016844	4.391478427824161	0.9741	18233	Chr10
ENSG0000016845	2.2378120927185723	0.9347	28288	Chr8
ENSG0000016846	1.2904703065416732	0.0298	56758	Chr6
ENSG0000016847	-1.5458645835951879	0.7875	73543	Chr14
ENSG0000016848	6.698410046792789	0.808	32755	Chr5
ENSG0000016849	2.855380763663005	0.7252	32465	Chr17
ENSG0000016850	-2.4658398126755094	0.8484	8075	Chr7
ENSG0000016851	3.6051134572525907	0.0679	1732	Chr14
ENSG0000016852	2.065968342725863	0.4352	39788	Chr4
ENSG0000016853	8.058501488038148	0.6181	34548	Chr11
ENSG0000016854	4.538275713973241	0.5558	10720	Chr11
ENSG0000016855	2.497279590187113	0.2109	22191	Chr8
ENSG0000016856	0.3359046034862318	0.7829	12412	Chr7
ENSG0000016857	3.478673391441279	0.5973	43831	Chr12
ENSG0000016858	2.205222480114116	0.3019	44183	Chr20
ENSG0000016859	0.0337050531048309	0.3619	60343	Chr7
ENSG0000016860	0.6978696459394684	0.8563	18805	Chr14
ENSG0000016861	9.028760102397218	0.2566	24362	Chr4
ENSG0000016862	-0.9980567893254445	0.9019	8833	Chr7
ENSG0000016863	6.1561567508984645	0.0458	22767	Chr3
ENSG0000016864	-5.700865004304601	0.1441	32707	Chr6
ENSG0000016865	-0.4685173495558046	0.5651	32171	Chr12
ENSG0000016866	0.6847755502990988	0.4981	17487	Chr11
ENSG0000016867	-0.6496856487672885	0.1063	9262	Chr15
ENSG0000016868	-2.6503800670679456	0.1017	37864	Chr14
ENSG0000016869	-3.310092860836051	0.9971	24240	Chr1
ENSG0000016870	-8.052029041058974	0.2269	13534	Chr14
ENSG0000016871	2.8269470700682686	0.203	33134	Chr4
ENSG0000016872	4.633468540572201	0.7437	24787	Chr17
ENSG0000016873	0.7702879107405997	0.4629	13002	Chr14
ENSG0000016874	-7.011139098108993	0.1969	41483	Chr12
ENSG0000016875	0.03497623787443056	0.1574	5519	Chr23
ENSG0000016876	3.207235586839725	0.1226	83436	Chr19
ENSG0000016877	14.710602163602505	0.5195	7063	Chr21
ENSG0000016878	5.901898896161372	0.6066	8559	Chr23
ENSG0000016879	-0.8396043912080056	0.7247	52670	Chr17
ENSG0000016880	3.937663496771422	0.8493	1756	Chr1
ENSG0000016881	11.32317827806331	0.3888	10598	Chr12
ENSG0000016882	-3.8970991508666977	0.7265	17728	Chr2
